CBD,LAT,LON,THK,SRF
710,-79.893494,-148.900299,9999,9999
711,-79.900406,-148.996704,9999,9999
712,-79.905899,-149.098602,9999,9999
713,-79.912704,-149.194901,9999,9999
714,-79.920898,-149.291199,9999,9999
715,-79.926407,-149.394394,9999,9999
716,-79.934601,-149.496307,9999,9999
717,-79.940094,-149.599503,9999,9999
718,-79.949707,-149.698593,9999,9999
719,-79.9552,-149.8004,9999,9999
720,-79.962097,-149.902298,9999,9999
721,-79.968903,-150.006805,9999,9999
722,-79.977203,-150.101807,9999,9999
723,-79.982697,-150.209198,9999,9999
724,-79.989502,-150.301407,9999,9999
725,-79.996399,-150.400497,9999,9999
726,-80.004593,-150.517395,9999,9999
727,-80.010101,-150.627502,9999,9999
728,-80.016907,-150.725204,9999,9999
729,-80.0224,-150.8284,9999,9999
730,-80.027893,-150.931595,9999,9999
731,-80.034805,-151.032104,9999,9999
732,-80.041595,-151.132599,9999,9999
733,-80.049896,-151.238495,9999,9999
734,-80.055298,-151.345795,9999,9999
735,-80.060806,-151.458694,9999,9999
736,-80.069107,-151.5578,9999,9999
737,-80.073196,-151.667801,9999,9999
738,-80.081406,-151.769699,9999,9999
739,-80.086899,-151.871506,9999,9999
740,-80.091003,-151.976105,9999,9999
741,-80.097794,-152.080704,9999,9999
742,-80.104706,-152.185303,9999,9999
743,-80.110199,-152.292603,9999,9999
744,-80.117004,-152.395905,9999,9999
745,-80.122498,-152.510101,9999,9999
746,-80.128006,-152.615997,9999,9999
747,-80.1362,-152.709595,9999,9999
748,-80.137604,-152.810104,9999,9999
749,-80.145798,-152.916,9999,9999
750,-80.151306,-153.022003,9999,9999
751,-80.155396,-153.121094,9999,9999
752,-80.160904,-153.220093,9999,9999
753,-80.167694,-153.341202,9999,9999
754,-80.171799,-153.437607,9999,9999
755,-80.177307,-153.546295,9999,9999
756,-80.181396,-153.649506,9999,9999
757,-80.185501,-153.748505,9999,9999
758,-80.190994,-153.847702,9999,9999
759,-80.196503,-153.956299,9999,9999
760,-80.201996,-154.059601,9999,9999
761,-80.2061,-154.158707,9999,9999
762,-80.211594,-154.278305,9999,9999
763,-80.216995,-154.378799,9999,9999
764,-80.222504,-154.475098,9999,9999
765,-80.227997,-154.582504,9999,9999
766,-80.234802,-154.684296,9999,9999
767,-80.238907,-154.787506,9999,9999
768,-80.2444,-154.889404,9999,9999
769,-80.249893,-154.993896,9999,9999
770,-80.253998,-155.108093,9999,9999
771,-80.260895,-155.208603,9999,9999
772,-80.264999,-155.320099,9999,9999
773,-80.269104,-155.425995,9999,9999
774,-80.274597,-155.526505,9999,9999
775,-80.279999,-155.637894,9999,9999
776,-80.284103,-155.739807,9999,9999
777,-80.289597,-155.847107,9999,9999
778,-80.293701,-155.950302,9999,9999
779,-80.299194,-156.054901,9999,9999
780,-80.304703,-156.170502,9999,9999
781,-80.307404,-156.273697,9999,9999
782,-80.314301,-156.380997,9999,9999
783,-80.318298,-156.482803,9999,9999
784,-80.322403,-156.592896,9999,9999
785,-80.3293,-156.693405,9999,9999
786,-80.332001,-156.798004,9999,9999
787,-80.337494,-156.912201,9999,9999
788,-80.341599,-157.020905,9999,9999
789,-80.347107,-157.137802,9999,9999
790,-80.349792,-157.247894,9999,9999
791,-80.355301,-157.356598,9999,9999
792,-80.360794,-157.469406,9999,9999
793,-80.364899,-157.585007,9999,9999
794,-80.369003,-157.690903,9999,9999
795,-80.373001,-157.809204,9999,9999
796,-80.377197,-157.917892,9999,9999
797,-80.381195,-158.034897,9999,9999
798,-80.386703,-158.154602,9999,9999
799,-80.390793,-158.270096,9999,9999
800,-80.3936,-158.3871,9999,9999
801,-80.397598,-158.491699,9999,9999
802,-80.403107,-158.608597,9999,9999
803,-80.405899,-158.724106,9999,9999
804,-80.410004,-158.835602,9999,9999
805,-80.414001,-158.951096,9999,9999
806,-80.415405,-159.061203,9999,9999
807,-80.420898,-159.194595,9999,9999
808,-80.423599,-159.301895,9999,9999
809,-80.429092,-159.417496,9999,9999
810,-80.429001,-159.541306,9999,9999
811,-80.434494,-159.648605,9999,9999
812,-80.435898,-159.7724,9999,9999
813,-80.440002,-159.889404,9999,9999
814,-80.442703,-160.006302,9999,9999
815,-80.445404,-160.121796,9999,9999
816,-80.448105,-160.252502,9999,9999
817,-80.452194,-160.370804,9999,9999
818,-80.455002,-160.485001,9999,9999
819,-80.457703,-160.607407,9999,9999
820,-80.460403,-160.738007,9999,9999
821,-80.463104,-160.8508,9999,9999
822,-80.464493,-160.969101,9999,9999
823,-80.468597,-161.088806,9999,9999
824,-80.471298,-161.2043,9999,9999
825,-80.475403,-161.337708,9999,9999
826,-80.478104,-161.457397,9999,9999
827,-80.482193,-161.579895,9999,9999
828,-80.484894,-161.695404,9999,9999
829,-80.486298,-161.816498,9999,9999
830,-80.490402,-161.936096,9999,9999
831,-80.493103,-162.057205,9999,9999
832,-80.4944,-162.169998,9999,9999
833,-80.498505,-162.299194,9999,9999
834,-80.499893,-162.424393,9999,9999
835,-80.503998,-162.546799,9999,9999
836,-80.506699,-162.671997,9999,9999
837,-80.507996,-162.790298,9999,9999
838,-80.510803,-162.909897,9999,9999
839,-80.5121,-163.035004,9999,9999
840,-80.516205,-163.1492,9999,9999
841,-80.518906,-163.278503,9999,9999
842,-80.518906,-163.398102,9999,9999
843,-80.522995,-163.527496,9999,9999
844,-80.524307,-163.648499,9999,9999
845,-80.525696,-163.7668,9999,9999
846,-80.526993,-163.889206,9999,9999
847,-80.529694,-164.010193,9999,9999
848,-80.532501,-164.140793,9999,9999
849,-80.533798,-164.253601,9999,9999
850,-80.536499,-164.369202,9999,9999
851,-80.537903,-164.494293,9999,9999
852,-80.540604,-164.612595,9999,9999
853,-80.543304,-164.740494,9999,9999
854,-80.544601,-164.857407,9999,9999
855,-80.548706,-164.983902,9999,9999
856,-80.551498,-165.099503,9999,9999
857,-80.554199,-165.230103,9999,9999
858,-80.557693,-165.347,9999,9999
859,-80.561005,-165.464005,9999,9999
860,-80.562302,-165.583603,9999,9999
861,-80.565002,-165.707397,9999,9999
862,-80.566406,-165.8284,9999,9999
863,-80.569107,-165.952194,9999,9999
864,-80.570404,-166.073196,9999,9999
865,-80.573196,-166.186005,9999,9999
866,-80.574493,-166.322098,9999,9999
867,-80.574493,-166.447205,9999,9999
868,-80.575806,-166.568298,9999,9999
869,-80.578506,-166.6866,9999,9999
870,-80.579895,-166.811707,9999,9999
871,-80.582596,-166.931396,9999,9999
872,-80.582596,-167.050995,9999,9999
873,-80.582504,-167.171997,9999,9999
874,-80.583893,-167.298492,9999,9999
875,-80.586594,-167.427795,9999,9999
876,-80.587906,-167.548798,9999,9999
877,-80.589294,-167.672607,9999,9999
878,-80.590607,-167.794998,9999,9999
879,-80.591904,-167.914597,9999,9999
880,-80.593307,-168.039703,9999,9999
881,-80.593307,-168.164795,9999,9999
882,-80.594604,-168.289993,9999,9999
883,-80.594604,-168.405502,9999,9999
884,-80.595901,-168.541595,9999,9999
885,-80.595901,-168.668106,9999,9999
886,-80.597198,-168.793198,9999,9999
887,-80.597198,-168.9142,9999,9999
888,-80.597198,-169.040695,9999,9999
889,-80.599899,-169.161804,9999,9999
890,-80.599792,-169.286896,9999,9999
891,-80.599792,-169.407806,9999,9999
892,-80.599792,-169.530197,9999,9999
893,-80.597,-169.656693,9999,9999
894,-80.597,-169.785904,9999,9999
895,-80.595505,-169.910995,9999,9999
896,-80.595505,-170.027893,9999,9999
897,-80.594101,-170.150208,9999,9999
898,-80.591293,-170.276703,9999,9999
899,-80.591293,-170.3936,9999,9999
900,-80.589905,-170.514496,9999,9999
901,-80.589798,-170.642395,9999,9999
902,-80.588394,-170.763397,9999,9999
903,-80.585602,-170.881607,9999,9999
904,-80.582901,-171.001205,9999,9999
905,-80.581497,-171.123596,9999,9999
906,-80.578705,-171.240402,9999,9999
907,-80.577301,-171.3573,9999,9999
908,-80.577194,-171.4673,9999,9999
909,-80.575806,-171.5896,9999,9999
910,-80.577194,-171.701004,9999,9999
911,-80.578506,-171.8302,9999,9999
912,-80.581207,-171.942993,9999,9999
913,-80.581207,-172.055801,9999,9999
914,-80.5811,-172.169907,9999,9999
915,-80.585205,-172.288101,9999,9999
916,-80.585205,-172.402298,9999,9999
917,-80.586502,-172.514999,9999,9999
918,-80.587906,-172.627808,9999,9999
919,-80.589203,-172.747498,9999,9999
920,-80.5905,-172.871201,9999,9999
921,-80.591904,-172.990799,9999,9999
922,-80.593201,-173.103607,9999,9999
923,-80.595901,-173.220398,9999,9999
924,-80.595901,-173.334503,9999,9999
925,-80.595901,-173.4487,9999,9999
926,-80.598602,-173.557404,9999,9999
927,-80.595795,-173.676895,9999,9999
928,-80.594406,-173.797897,9999,9999
929,-80.591599,-173.9133,9999,9999
930,-80.590195,-174.034302,9999,9999
931,-80.587402,-174.149796,9999,9999
932,-80.584595,-174.270706,9999,9999
933,-80.583206,-174.384796,9999,9999
934,-80.580399,-174.494797,9999,9999
935,-80.577698,-174.615707,9999,9999
936,-80.577606,-174.729797,9999,9999
937,-80.576202,-174.839798,9999,9999
938,-80.572006,-174.966202,9999,9999
939,-80.570602,-175.085907,9999,9999
940,-80.567795,-175.199997,9999,9999
941,-80.566406,-175.315399,9999,9999
942,-80.563599,-175.434906,9999,9999
943,-80.562195,-175.548996,9999,9999
944,-80.559494,-175.658997,9999,9999
945,-80.553894,-175.784103,9999,9999
946,-80.553894,-175.898102,9999,9999
947,-80.551102,-176.024597,9999,9999
948,-80.545593,-176.138596,9999,9999
949,-80.544205,-176.258194,9999,9999
950,-80.542694,-176.376404,9999,9999
951,-80.538605,-176.490494,9999,9999
952,-80.535797,-176.604507,9999,9999
953,-80.535797,-176.722794,9999,9999
954,-80.533005,-176.836899,9999,9999
955,-80.530197,-176.955002,9999,9999
956,-80.527405,-177.085602,9999,9999
957,-80.526001,-177.198303,9999,9999
958,-80.523193,-177.323303,9999,9999
959,-80.521805,-177.4319,9999,9999
960,-80.520401,-177.554199,9999,9999
961,-80.516205,-177.668304,9999,9999
962,-80.516205,-177.786499,9999,9999
963,-80.514801,-177.904694,9999,9999
964,-80.513306,-178.0298,9999,9999
965,-80.510605,-178.147903,9999,9999
966,-80.509201,-178.264801,9999,9999
967,-80.506393,-178.382996,9999,9999
968,-80.500793,-178.495605,9999,9999
969,-80.499405,-178.6138,9999,9999
970,-80.498001,-178.731995,9999,9999
971,-80.493805,-178.850204,9999,9999
972,-80.492401,-178.966995,9999,9999
973,-80.489594,-179.079697,9999,9999
974,-80.485504,-179.208801,9999,9999
975,-80.482697,-179.325607,9999,9999
976,-80.479904,-179.438293,9999,9999
977,-80.4785,-179.560699,9999,9999
978,-80.474304,-179.667801,9999,9999
979,-80.471497,-179.7901,9999,9999
980,-80.468704,-179.908295,9999,9999
981,-80.4646,179.985901,9999,9999
982,-80.461807,179.862305,9999,9999
983,-80.459,179.734497,9999,9999
984,-80.457596,179.623093,9999,9999
985,-80.4534,179.505005,9999,9999
986,-80.449295,179.393707,9999,9999
987,-80.443695,179.282394,9999,9999
988,-80.439606,179.161499,9999,9999
989,-80.439499,179.048798,9999,9999
990,-80.434006,178.933395,9999,9999
991,-80.428497,178.822098,9999,9999
992,-80.422897,178.706696,9999,9999
993,-80.418701,178.589996,9999,9999
994,-80.417297,178.467697,9999,9999
995,-80.414505,178.3508,9999,9999
996,-80.411804,178.240997,9999,9999
997,-80.408997,178.125504,9999,9999
998,-80.4048,178.008698,9999,9999
999,-80.403397,177.893295,9999,9999
1000,-80.3992,177.783401,9999,9999
1001,-80.393707,177.662506,9999,9999
1002,-80.3909,177.540207,9999,9999
1003,-80.388107,177.431702,9999,9999
1004,-80.384003,177.321793,9999,9999
1005,-80.378403,177.206406,9999,9999
1006,-80.375595,177.096497,9999,9999
1007,-80.371506,176.981094,9999,9999
1008,-80.364594,176.872604,9999,9999
1009,-80.361801,176.751694,9999,9999
1010,-80.356201,176.637695,9999,9999
1011,-80.352097,176.522293,9999,9999
1012,-80.3479,176.413696,9999,9999
1013,-80.342407,176.299698,9999,9999
1014,-80.336807,176.185699,9999,9999
1015,-80.334106,176.082703,9999,9999
1016,-80.331299,175.968597,9999,9999
1017,-80.324402,175.854599,9999,9999
1018,-80.318802,175.731003,9999,9999
1019,-80.313293,175.626602,9999,9999
1020,-80.3078,175.514008,9999,9999
1021,-80.3022,175.406906,9999,9999
1022,-80.299393,175.292801,9999,9999
1023,-80.292496,175.180206,9999,9999
1024,-80.2883,175.077194,9999,9999
1025,-80.282806,174.959106,9999,9999
1026,-80.277298,174.851898,9999,9999
1027,-80.271698,174.733795,9999,9999
1028,-80.267593,174.615707,9999,9999
1029,-80.261993,174.508606,9999,9999
1030,-80.255096,174.397293,9999,9999
1031,-80.2509,174.290207,9999,9999
1032,-80.245407,174.183105,9999,9999
1033,-80.239899,174.071793,9999,9999
1034,-80.234299,173.959198,9999,9999
1035,-80.228806,173.853394,9999,9999
1036,-80.223297,173.725693,9999,9999
1037,-80.216293,173.619904,9999,9999
1038,-80.214905,173.508698,9999,9999
1039,-80.206604,173.396103,9999,9999
1040,-80.203903,173.290298,9999,9999
1041,-80.198303,173.179092,9999,9999
1042,-80.192795,173.073303,9999,9999
1043,-80.187195,172.956604,9999,9999
1044,-80.183105,172.845306,9999,9999
1045,-80.176193,172.729904,9999,9999
1046,-80.170593,172.618805,9999,9999
1047,-80.1651,172.508896,9999,9999
1048,-80.158203,172.403107,9999,9999
1049,-80.154007,172.298798,9999,9999
1050,-80.149796,172.182007,9999,9999
1051,-80.144302,172.066605,9999,9999
1052,-80.138794,171.967804,9999,9999
1053,-80.131897,171.852402,9999,9999
1054,-80.127701,171.741196,9999,9999
1055,-80.120804,171.628601,9999,9999
1056,-80.113907,171.518707,9999,9999
1057,-80.109695,171.408905,9999,9999
1058,-80.102798,171.3004,9999,9999
1059,-80.097198,171.191895,9999,9999
1060,-80.091705,171.082001,9999,9999
1061,-80.084793,170.977707,9999,9999
1062,-80.073807,170.884293,9999,9999
1063,-80.058701,170.837601,9999,9999
1064,-80.039398,170.876099,9999,9999
1065,-80.028397,170.972,9999,9999
1066,-80.031204,171.067902,9999,9999
1067,-80.036697,171.166397,9999,9999
1068,-80.042206,171.270401,9999,9999
1069,-80.044998,171.364899,9999,9999
1070,-80.049103,171.467499,9999,9999
1071,-80.054596,171.561996,9999,9999
1072,-80.058807,171.666,9999,9999
1073,-80.061493,171.761795,9999,9999
1074,-80.065598,171.8508,9999,9999
1075,-80.068405,171.946594,9999,9999
1076,-80.073898,172.045105,9999,9999
1077,-80.076706,172.141006,9999,9999
1078,-80.080795,172.236801,9999,9999
1079,-80.083603,172.327103,9999,9999
1080,-80.087708,172.431107,9999,9999
1081,-80.0905,172.532501,9999,9999
1082,-80.095993,172.622696,9999,9999
1083,-80.100098,172.717194,9999,9999
1084,-80.102905,172.8116,9999,9999
1085,-80.105698,172.903397,9999,9999
1086,-80.106995,172.993698,9999,9999
1087,-80.111206,173.084,9999,9999
1088,-80.113907,173.164703,9999,9999
1089,-80.118103,173.256393,9999,9999
1090,-80.120804,173.361801,9999,9999
1091,-80.122192,173.452194,9999,9999
1092,-80.126404,173.538406,9999,9999
1093,-80.130493,173.630096,9999,9999
1094,-80.136002,173.718994,9999,9999
1095,-80.141495,173.824402,9999,9999
1096,-80.147003,173.938004,9999,9999
1097,-80.1539,174.054306,9999,9999
1098,-80.162201,174.169296,9999,9999
1099,-80.166306,174.289795,9999,9999
1100,-80.170502,174.406204,9999,9999
1101,-80.175995,174.521194,9999,9999
1102,-80.182907,174.633408,9999,9999
1103,-80.189804,174.749802,9999,9999
1104,-80.193893,174.866104,9999,9999
1105,-80.198105,174.978394,9999,9999
1106,-80.200897,175.089294,9999,9999
1107,-80.206406,175.201599,9999,9999
1108,-80.210495,175.323395,9999,9999
1109,-80.214706,175.435699,9999,9999
1110,-80.218796,175.553406,9999,9999
1111,-80.223007,175.665695,9999,9999
1112,-80.227097,175.772507,9999,9999
1113,-80.231293,175.886093,9999,9999
1114,-80.235397,175.992798,9999,9999
1115,-80.238205,176.106506,9999,9999
1116,-80.243698,176.218704,9999,9999
1117,-80.247803,176.347504,9999,9999
1118,-80.250595,176.461105,9999,9999
1119,-80.254807,176.567902,9999,9999
1120,-80.258896,176.676102,9999,9999
1121,-80.261703,176.789703,9999,9999
1122,-80.265793,176.908798,9999,9999
1123,-80.270004,177.016998,9999,9999
1124,-80.274094,177.1306,9999,9999
1125,-80.276901,177.238693,9999,9999
1126,-80.282394,177.362,9999,9999
1127,-80.286606,177.481094,9999,9999
1128,-80.292099,177.594696,9999,9999
1129,-80.298996,177.713806,9999,9999
1130,-80.305893,177.827393,9999,9999
1131,-80.308701,177.940994,9999,9999
1132,-80.312805,178.050507,9999,9999
1133,-80.318298,178.169601,9999,9999
1134,-80.319702,178.288803,9999,9999
1135,-80.323898,178.424393,9999,9999
1136,-80.328094,178.544907,9999,9999
1137,-80.330795,178.654404,9999,9999
1138,-80.335007,178.769394,9999,9999
1139,-80.339203,178.884399,9999,9999
1140,-80.341904,179.009003,9999,9999
1141,-80.344696,179.123993,9999,9999
1142,-80.350296,179.25,9999,9999
1143,-80.350296,179.370605,9999,9999
1144,-80.355804,179.496506,9999,9999
1145,-80.357193,179.606094,9999,9999
1146,-80.361298,179.722397,9999,9999
1147,-80.362701,179.832001,9999,9999
1148,-80.366898,179.937393,9999,9999
1149,-80.368301,-179.940704,9999,9999
1150,-80.371094,-179.835297,9999,9999
1151,-80.375198,-179.731293,9999,9999
1152,-80.376602,-179.625793,9999,9999
1153,-80.380798,-179.509506,9999,9999
1154,-80.384903,-179.398605,9999,9999
1155,-80.386307,-179.293198,9999,9999
1156,-80.389099,-179.187698,9999,9999
1157,-80.390503,-179.082306,9999,9999
1158,-80.393295,-178.971298,9999,9999
1159,-80.398804,-178.864594,9999,9999
1160,-80.401596,-178.753693,9999,9999
1161,-80.403,-178.642807,9999,9999
1162,-80.403107,-178.522202,9999,9999
1163,-80.403107,-178.411301,9999,9999
1164,-80.403107,-178.305801,9999,9999
1165,-80.401794,-178.194901,9999,9999
1166,-80.401794,-178.083893,9999,9999
1167,-80.401901,-177.967499,9999,9999
1168,-80.403305,-177.862106,9999,9999
1169,-80.404694,-177.751099,9999,9999
1170,-80.406097,-177.640198,9999,9999
1171,-80.406097,-177.512802,9999,9999
1172,-80.406204,-177.401794,9999,9999
1173,-80.403397,-177.286697,9999,9999
1174,-80.4021,-177.175797,9999,9999
1175,-80.4021,-177.064804,9999,9999
1176,-80.403503,-176.948395,9999,9999
1177,-80.403595,-176.837494,9999,9999
1178,-80.403595,-176.726501,9999,9999
1179,-80.404999,-176.614197,9999,9999
1180,-80.406403,-176.492294,9999,9999
1181,-80.406494,-176.3759,9999,9999
1182,-80.406494,-176.270401,9999,9999
1183,-80.406601,-176.1539,9999,9999
1184,-80.406601,-176.042999,9999,9999
1185,-80.406601,-175.926605,9999,9999
1186,-80.406693,-175.821106,9999,9999
1187,-80.406693,-175.710098,9999,9999
1188,-80.405396,-175.593704,9999,9999
1189,-80.406799,-175.466293,9999,9999
1190,-80.406799,-175.360901,9999,9999
1191,-80.406906,-175.242996,9999,9999
1192,-80.406906,-175.133499,9999,9999
1193,-80.405594,-175.016998,9999,9999
1194,-80.405594,-174.895004,9999,9999
1195,-80.408401,-174.782806,9999,9999
1196,-80.408493,-174.664902,9999,9999
1197,-80.409897,-174.554001,9999,9999
1198,-80.409897,-174.430695,9999,9999
1199,-80.410004,-174.318405,9999,9999
1200,-80.412704,-174.2061,9999,9999
1201,-80.415497,-174.093796,9999,9999
1202,-80.415604,-173.986893,9999,9999
1203,-80.415604,-173.874603,9999,9999
1204,-80.418396,-173.756897,9999,9999
1205,-80.418396,-173.639008,9999,9999
1206,-80.418503,-173.533493,9999,9999
1207,-80.421295,-173.408905,9999,9999
1208,-80.424103,-173.2966,9999,9999
1209,-80.421402,-173.184296,9999,9999
1210,-80.424103,-173.072006,9999,9999
1211,-80.424194,-172.954102,9999,9999
1212,-80.424194,-172.841797,9999,9999
1213,-80.427002,-172.735001,9999,9999
1214,-80.427094,-172.617203,9999,9999
1215,-80.425705,-172.503494,9999,9999
1216,-80.4272,-172.3815,9999,9999
1217,-80.429901,-172.267899,9999,9999
1218,-80.429993,-172.160995,9999,9999
1219,-80.429993,-172.050095,9999,9999
1220,-80.430099,-171.930801,9999,9999
1221,-80.431503,-171.8172,9999,9999
1222,-80.430206,-171.710297,9999,9999
1223,-80.430206,-171.592407,9999,9999
1224,-80.431595,-171.480103,9999,9999
1225,-80.431702,-171.355392,9999,9999
1226,-80.431702,-171.243103,9999,9999
1227,-80.431793,-171.130798,9999,9999
1228,-80.431793,-171.029404,9999,9999
1229,-80.433197,-170.911606,9999,9999
1230,-80.430496,-170.799194,9999,9999
1231,-80.430603,-170.684097,9999,9999
1232,-80.426498,-170.569,9999,9999
1233,-80.425201,-170.457993,9999,9999
1234,-80.421097,-170.342804,9999,9999
1235,-80.4198,-170.226303,9999,9999
1236,-80.417099,-170.111206,9999,9999
1237,-80.417099,-170.001602,9999,9999
1238,-80.411697,-169.891907,9999,9999
1239,-80.411697,-169.770004,9999,9999
1240,-80.408997,-169.658905,9999,9999
1241,-80.406296,-169.550705,9999,9999
1242,-80.403595,-169.445099,9999,9999
1243,-80.402298,-169.320404,9999,9999
1244,-80.399597,-169.202499,9999,9999
1245,-80.394104,-169.099701,9999,9999
1246,-80.394196,-168.981796,9999,9999
1247,-80.394196,-168.866699,9999,9999
1248,-80.391495,-168.759796,9999,9999
1249,-80.390198,-168.643402,9999,9999
1250,-80.390305,-168.531006,9999,9999
1251,-80.387604,-168.419998,9999,9999
1252,-80.3862,-168.299301,9999,9999
1253,-80.384903,-168.186996,9999,9999
1254,-80.383606,-168.066406,9999,9999
1255,-80.382294,-167.959503,9999,9999
1256,-80.380997,-167.843002,9999,9999
1257,-80.378296,-167.7388,9999,9999
1258,-80.375595,-167.620895,9999,9999
1259,-80.375595,-167.507202,9999,9999
1260,-80.372894,-167.389297,9999,9999
1261,-80.371597,-167.257706,9999,9999
1262,-80.368896,-167.1371,9999,9999
1263,-80.366196,-167.020599,9999,9999
1264,-80.366302,-166.921906,9999,9999
1265,-80.360794,-166.817703,9999,9999
1266,-80.358093,-166.713501,9999,9999
1267,-80.356796,-166.612106,9999,9999
1268,-80.356796,-166.510696,9999,9999
1269,-80.355499,-166.410706,9999,9999
1270,-80.352798,-166.294098,9999,9999
1271,-80.352905,-166.192703,9999,9999
1272,-80.350204,-166.092697,9999,9999
1273,-80.347504,-166.003601,9999,9999
1274,-80.344803,-165.895401,9999,9999
1275,-80.342102,-165.7966,9999,9999
1276,-80.339401,-165.697906,9999,9999
1277,-80.339401,-165.596603,9999,9999
1278,-80.3367,-165.496506,9999,9999
1279,-80.336807,-165.391006,9999,9999
1280,-80.334106,-165.286804,9999,9999
1281,-80.331299,-165.184006,9999,9999
1282,-80.328598,-165.092194,9999,9999
1283,-80.327301,-164.997696,9999,9999
1284,-80.3246,-164.897598,9999,9999
1285,-80.321899,-164.800201,9999,9999
1286,-80.317795,-164.719406,9999,9999
1287,-80.312393,-164.623398,9999,9999
1288,-80.309692,-164.522003,9999,9999
1289,-80.304306,-164.424606,9999,9999
1290,-80.302902,-164.327301,9999,9999
1291,-80.297501,-164.242203,9999,9999
1292,-80.293396,-164.150406,9999,9999
1293,-80.289307,-164.054398,9999,9999
1294,-80.286606,-163.9599,9999,9999
1295,-80.283905,-163.870804,9999,9999
1296,-80.279907,-163.7789,9999,9999
1297,-80.2771,-163.687103,9999,9999
1298,-80.273102,-163.5952,9999,9999
1299,-80.267593,-163.506104,9999,9999
1300,-80.262207,-163.415604,9999,9999
1301,-80.259506,-163.330597,9999,9999
1302,-80.256805,-163.241501,9999,9999
1303,-80.252701,-163.156494,9999,9999
1304,-80.248596,-163.067398,9999,9999
1305,-80.245895,-162.986603,9999,9999
1306,-80.241806,-162.890594,9999,9999
1307,-80.237701,-162.809692,9999,9999
1308,-80.233704,-162.730194,9999,9999
1309,-80.231003,-162.642502,9999,9999
1310,-80.226898,-162.560196,9999,9999
1311,-80.222794,-162.475204,9999,9999
1312,-80.218704,-162.388794,9999,9999
1313,-80.214706,-162.312103,9999,9999
1314,-80.210602,-162.224304,9999,9999
1315,-80.207901,-162.133804,9999,9999
1316,-80.2052,-162.047501,9999,9999
1317,-80.202499,-161.959702,9999,9999
1318,-80.198395,-161.878906,9999,9999
1319,-80.197098,-161.796707,9999,9999
1320,-80.192993,-161.706207,9999,9999
1321,-80.191696,-161.618393,9999,9999
1322,-80.191696,-161.539001,9999,9999
1323,-80.188995,-161.453995,9999,9999
1324,-80.194504,-161.373306,9999,9999
1325,-80.208298,-161.3573,9999,9999
1326,-80.219299,-161.412598,9999,9999
1327,-80.227402,-161.487106,9999,9999
1328,-80.234299,-161.557404,9999,9999
1329,-80.243896,-161.629196,9999,9999
1330,-80.249298,-161.706406,9999,9999
1331,-80.242401,-161.768204,9999,9999
1332,-80.228699,-161.764008,9999,9999
1333,-80.217697,-161.731094,9999,9999
1334,-80.209503,-161.687195,9999,9999
1335,-80.202698,-161.647507,9999,9999
1336,-80.197205,-161.6091,9999,9999
1337,-80.194504,-161.5681,9999,9999
1338,-80.194504,-161.562805,9999,9999
1339,-80.1931,-161.560394,9999,9999
1340,-80.1931,-161.560699,9999,9999
1341,-80.191696,-161.560898,9999,9999
1342,-80.191696,-161.561295,9999,9999
